Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01212","Cabbages","2002","2002","ha","290","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01212","Cabbages","2003","2003","ha","295","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01212","Cabbages","2004","2004","ha","295","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01212","Cabbages","2005","2005","ha","295","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01212","Cabbages","2006","2006","ha","300","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01212","Cabbages","2007","2007","ha","300","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01212","Cabbages","2008","2008","ha","285","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01212","Cabbages","2009","2009","ha","270","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01212","Cabbages","2010","2010","ha","271","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01212","Cabbages","2011","2011","ha","200","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01212","Cabbages","2012","2012","ha","174","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01212","Cabbages","2013","2013","ha","179","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01212","Cabbages","2014","2014","ha","178","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01212","Cabbages","2015","2015","ha","173","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01212","Cabbages","2016","2016","ha","173","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01212","Cabbages","2017","2017","ha","173","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01212","Cabbages","2018","2018","ha","174","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01212","Cabbages","2019","2019","ha","219","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01212","Cabbages","2020","2020","ha","83","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01212","Cabbages","2021","2021","ha","216","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01212","Cabbages","2022","2022","ha","195","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01212","Cabbages","2023","2023","ha","178","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01229","Cantaloupes and other melons","1961","1961","ha","6","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01229","Cantaloupes and other melons","1962","1962","ha","6","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01229","Cantaloupes and other melons","1963","1963","ha","6","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01229","Cantaloupes and other melons","1964","1964","ha","6","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01229","Cantaloupes and other melons","1965","1965","ha","6","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01229","Cantaloupes and other melons","1966","1966","ha","6","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01229","Cantaloupes and other melons","1967","1967","ha","6","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01229","Cantaloupes and other melons","1968","1968","ha","6","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01229","Cantaloupes and other melons","1969","1969","ha","7","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01229","Cantaloupes and other melons","1970","1970","ha","5","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01229","Cantaloupes and other melons","1971","1971","ha","5","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01229","Cantaloupes and other melons","1972","1972","ha","16","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01229","Cantaloupes and other melons","1973","1973","ha","25","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01229","Cantaloupes and other melons","1974","1974","ha","52","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01229","Cantaloupes and other melons","1975","1975","ha","45","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01229","Cantaloupes and other melons","1976","1976","ha","55","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01229","Cantaloupes and other melons","1977","1977","ha","77","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01229","Cantaloupes and other melons","1978","1978","ha","112","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01229","Cantaloupes and other melons","1979","1979","ha","93","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01229","Cantaloupes and other melons","1980","1980","ha","93","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01229","Cantaloupes and other melons","1981","1981","ha","100","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01229","Cantaloupes and other melons","1982","1982","ha","100","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01229","Cantaloupes and other melons","1983","1983","ha","110","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01229","Cantaloupes and other melons","1984","1984","ha","160","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01229","Cantaloupes and other melons","1985","1985","ha","330","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01229","Cantaloupes and other melons","1986","1986","ha","340","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01229","Cantaloupes and other melons","1987","1987","ha","580","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01229","Cantaloupes and other melons","1988","1988","ha","1575","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01229","Cantaloupes and other melons","1989","1989","ha","1500","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01229","Cantaloupes and other melons","1990","1990","ha","847","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01229","Cantaloupes and other melons","1991","1991","ha","900","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01229","Cantaloupes and other melons","1992","1992","ha","950","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01229","Cantaloupes and other melons","1993","1993","ha","960","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01229","Cantaloupes and other melons","1994","1994","ha","970","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01229","Cantaloupes and other melons","1995","1995","ha","1500","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01229","Cantaloupes and other melons","1996","1996","ha","1400","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01229","Cantaloupes and other melons","1997","1997","ha","1500","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01229","Cantaloupes and other melons","1998","1998","ha","4200","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01229","Cantaloupes and other melons","1999","1999","ha","3500","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01229","Cantaloupes and other melons","2000","2000","ha","3600","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01229","Cantaloupes and other melons","2001","2001","ha","4500","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01229","Cantaloupes and other melons","2002","2002","ha","5500","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01229","Cantaloupes and other melons","2003","2003","ha","5660","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01229","Cantaloupes and other melons","2004","2004","ha","10000","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01229","Cantaloupes and other melons","2005","2005","ha","15600","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01229","Cantaloupes and other melons","2006","2006","ha","15600","E","Estimated value",""
